Name,Braid Notation
13n_2907,{-1;2;-3;4;-5;4;6;3;-5;-2;1;3;4;-5;4;-6;3;-7;2;-3;4;5;-6;5;4;3;-2;3;4;-5;4;6;7}
13n_2908,{-1;2;-3;-3;2;-3;-4;-3;5;2;-4;1;3;-4;3;-5;-2;-3;4;-3;2}
13n_2909,{-1;2;3;4;-5;4;-3;-2;1;-3;2;3;3;4;4;3;4;3;5;-2;4;-3;4}
13n_2910,{-1;2;3;4;-5;4;-3;-2;1;-3;2;-3;-3;-4;-4;-3;4;-3;5;-2;4;-3;4}
13n_2911,{-1;2;-3;-4;-5;-4;3;-2;-4;1;3;5;-2;4;-3;4;-3;2;3;3;4;4;3}
13n_2912,{-1;2;3;4;-3;2;1;2;-3;2;-4;3;-5;3;4;-3;2;-3;2;-4;5}
13n_2913,{-1;2;-3;-4;3;-5;3;4;-3;2;-3;2;-4;1;3;5;2;3;4;-3;2}
13n_2914,{-1;2;3;-4;-3;-5;-3;4;-3;2;-3;2;-4;1;-3;5;2;-3;4;3;2}
13n_2915,{-1;2;-3;-4;-5;-4;6;3;7;-2;1;-3;-4;-5;-4;6;-3;-5;4;-5;4;-6;-3;-7;2;-3;-4;5;-6;5;-4;3;-2}
13n_2916,{-1;2;-3;4;-5;4;6;3;7;-2;1;3;4;-5;4;6;3;-5;4;-5;4;-6;3;-7;2;-3;4;5;-6;5;4;3;-2}
13n_2917,{-1;-2;3;-2;-1;-1;-2;-2;-2;-1;3;-1;3}
13n_2918,{1;2;-3;2;2;1;1;2;2;2;1;-3;1}
13n_2919,{-1;-2;3;-2;1;2;2;2;-3;-3;-3;2;2;2;3}
13n_2920,{-1;-2;3;-2;1;2;2;2;3;3;3;2;2;2;3}
13n_2921,{-1;-2;3;-2;1;-2;-2;-2;-3;-3;-3;-2;-2;-2;3}
13n_2922,{1;2;-3;2;1;-2;-2;-2;-2;1;-2;-2;-3}
13n_2923,{-1;2;3;-2;-4;3;-2;-4;-5;-4;3;2;1;2;2;-3;4;3;5;2;-4}
13n_2924,{-1;2;-3;2;-3;2;-3;2;-4;1;3;-4;-5;4;-3;-2;-3;-4;-3;5;2}
13n_2925,{-1;-2;3;-2;3;-2;3;-2;-4;1;3;-4;-5;4;-3;-2;-3;-4;-3;5;2}
13n_2926,{-1;2;-3;2;-3;2;-3;2;-4;1;3;-4;-5;4;3;-2;3;-4;3;5;2}
13n_2927,{-1;2;-3;2;3;-2;3;-2;-4;1;3;-4;-5;4;3;-2;3;-4;3;5;2}
13n_2928,{-1;-4;3;3;-4;-4;3;2;-3;4;5;-3;-4;-2;3;1;-2;3;-4;-5;-4;-3;2}
13n_2929,{-1;2;-3;4;-3;-2;3;-4;-5;-4;-3;1;-4;2;5;-3;4;-3;-3;4;4;-3;-2}
13n_2930,{-1;-4;3;3;-4;-4;3;2;-3;4;5;-3;4;-2;3;1;-2;3;4;-5;4;-3;2}
13n_2931,{-1;4;-3;-3;-4;-4;-3;2;-3;4;5;-3;4;-2;-3;1;-2;3;4;-5;4;-3;2}
13n_2932,{-1;2;-3;-4;5;-4;-6;3;-5;-2;1;-3;2;4;3;4;5;4;6;4;-7;-3;-2;4;-5;4;6;3;-5;-4;-5;-6;-5;7;4}
13n_2933,{-1;-5;-2;-5;3;-6;-4;7;5;6;-4;-5;-3;4;2;-3;4;-5;-6;-5;-4;-5;3;1;4;-2;-3;-4;-7;-5;6;-5;4;3;2}
13n_2934,{-1;-2;-3;4;7;-5;-6;-5;-4;-5;3;6;4;-5;4;2;-3;-4;-7;5;6;5;4;3;1;5;-2;5;3;-6;-4;5;-4;-3;2}
13n_2935,{-1;2;3;4;-5;6;-5;-7;-4;-3;-2;-4;1;3;5;-4;-5;-6;-5;4;-3;2;-4;-3;-5;-4;6;5;7;-4;-6;3;-5;-2;-5}
13n_2936,{-1;2;-3;-4;5;-4;-6;3;5;-2;5;1;3;4;5;6;5;-7;-4;-3;2;-4;5;-4;6;3;-5;-4;-5;-6;-5;7;4;-3;-2}
13n_2937,{-1;2;3;4;-5;6;-5;-7;-4;-3;-2;-4;1;3;5;-4;5;-6;5;4;-3;2;-4;-3;5;-4;6;5;7;-4;-6;3;-5;-2;-5}
13n_2938,{-1;2;-3;2;2;-3;2;-4;2;1;3;-4;-5;4;-3;-2;-3;-4;-3;5;2}
13n_2939,{-1;-2;3;-2;-2;3;-2;-4;-2;1;3;-4;-5;4;-3;-2;-3;-4;-3;5;2}
13n_2940,{-1;-3;-3;2;3;3;4;-5;4;3;4;-2;-3;-3;-3;1;4;2;5;-3;-4;-3;-2}
13n_2941,{-1;3;3;2;3;4;-5;4;3;4;-2;3;1;4;-2;3;3;5;3;-4;3;3;2}
13n_2942,{-1;3;3;2;-3;4;-5;-4;-3;-4;-2;3;1;-4;-2;3;3;5;3;-4;3;3;2}
13n_2943,{-1;-3;-3;2;3;3;4;-5;-4;3;-4;-2;-3;-3;-3;1;-4;2;5;3;-4;3;-2}
13n_2944,{-1;4;-3;4;4;5;-6;-7;6;5;4;2;3;4;-5;-6;5;4;-3;-2;5;3;1;4;-2;7;5;-3;6;4;-5;4;4;3;2}
13n_2945,{-1;4;-3;2;3;-4;3;-4;-2;-5;-3;4;-3;1;4;-2;3;4;5;4;4;-3;2}
13n_2946,{-1;-2;3;-2;-4;-2;-5;1;4;3;3;2;3;-4;-3;5;4;-3;-2;3;-4}
13n_2947,{-1;2;-3;2;4;2;-5;1;4;3;3;2;3;-4;3;5;-4;3;-2;3;4}
13n_2948,{-1;2;-3;-4;-5;-4;3;-2;1;3;-2;-4;-3;5;4;-3;2;3;3;3;-4;-4;-4}
13n_2949,{-1;-2;-3;-3;-3;4;4;4;-3;5;2;-4;1;-3;-4;-5;-4;3;-2;-3;4;-3;2}
13n_2950,{-1;-4;-4;-4;3;3;3;2;-3;4;5;-3;4;-2;3;1;-2;3;4;-5;4;-3;2}
13n_2951,{-1;-2;-3;-4;-5;6;-5;4;3;-5;2;-4;-6;1;-5;-7;-6;-5;4;-3;2;4;-3;-5;-4;6;5;7;-4;3;-2;4;4;4;3}
13n_2952,{-1;2;-3;-4;5;-4;3;-2;-4;1;-4;-4;3;-4;5;-6;5;4;-3;5;2;-4;6;3;-7;6;-5;-4;-5;-6;-5;7;4;-3;-2}
13n_2953,{-1;3;4;4;4;-2;3;-4;7;5;6;-4;5;-3;4;2;-3;4;5;-6;-7;5;1;-6;-4;2;-5;3;4;-5;6;-5;-4;-3;-2}
13n_2954,{-1;-2;3;-4;5;-6;5;-7;4;-6;-3;-5;2;4;1;-3;2;4;-3;-5;-5;6;5;7;-4;6;5;-4;3;-2;4;3;-5;-4;-5}
13n_2955,{-1;4;-2;5;-3;4;-5;-6;7;-5;-6;-4;5;3;-4;5;6;-5;2;-7;-5;3;6;-4;5;-4;-3;1;-2;3;-4;5;-4;-3;2}
13n_2956,{-1;-2;3;-4;5;-6;5;-7;4;-6;-3;5;2;4;1;-3;2;4;-3;5;5;6;5;7;-4;6;5;-4;3;-2;4;3;-5;-4;5}
13n_2957,{-1;-3;2;3;4;-5;4;4;4;3;3;4;-2;-3;1;2;-3;4;5;-3;-4;-3;-2}
13n_2958,{-1;-3;2;3;4;-5;4;4;4;3;3;4;-2;-3;1;2;3;4;5;3;-4;3;-2}
13n_2959,{-1;-5;3;4;3;4;4;4;2;3;3;4;5;-4;3;-2;3;1;-2;3;4;3;2}
13n_2960,{-1;-3;2;3;4;-5;-4;-4;-4;3;3;-4;-2;-3;1;2;3;-4;5;3;-4;3;-2}
13n_2961,{-1;7;6;5;-4;3;4;5;4;-2;-3;4;5;-6;-7;5;-6;-4;-5;3;4;2;-3;1;-4;-2;3;4;5;6;5;4;4;-3;2}
13n_2962,{-1;-6;4;7;5;-6;4;5;3;4;4;2;-3;4;5;6;5;-4;-7;5;6;-5;3;4;-2;-3;1;4;-2;-3;4;5;4;3;2}
13n_2963,{-1;-6;4;7;-5;-6;4;5;3;4;4;2;-3;4;5;6;5;-4;-7;-5;6;-5;3;4;-2;-3;1;4;-2;-3;4;5;4;3;2}
13n_2964,{-1;7;6;-5;-4;3;4;-5;4;-2;-3;4;-5;-6;-7;-5;-6;-4;-5;3;4;2;-3;1;-4;-2;3;4;5;6;-5;4;4;-3;2}
13n_2965,{-1;-2;-3;4;-5;4;-3;2;1;-3;4;5;-6;5;-4;3;2;-4;-3;-5;4;6;-7;6;-5;4;-3;-2;-3;-4;5;-6;7}
13n_2966,{-1;2;-3;-4;5;-4;3;-2;1;-3;2;4;-5;-6;5;4;-3;4;-5;6;-5;-7;-5;4;6;3;-5;-2;3;-4;-5;-6;-5;7;4}
13n_2967,{-1;2;-3;-4;5;-4;3;-2;1;-3;2;-4;5;-6;5;-4;-3;-4;-5;6;5;7;5;-4;6;3;-5;-2;3;-4;-5;-6;-5;-7;4}
13n_2968,{-1;4;7;5;-6;5;-4;3;-2;5;3;6;4;-5;-7;-5;6;-5;4;-3;4;5;-6;-5;4;2;-3;1;-2;3;-4;5;-4;-3;2}
13n_2969,{-1;-2;3;4;5;6;5;-4;-3;5;2;4;-6;1;-3;7;-4;-8;-5;-6;7;-6;5;4;-6;3;-5;-7;2;-6;8;-9;-8;-7;-6;5;-4;3;5;-4;-6;-5;7;6;8;-5;-7;9;4;-3;-2}
13n_2970,{-1;2;3;-4;-5;6;-5;4;-3;-5;-2;4;1;3;-5;2;6;-7;6;5;-4;6;3;-5;7;4;-8;7;-6;5;-6;-7;-6;8;-5;-9;-4;-8;-3;-7;-2;6;-5;4;-3;-4;-5;-6;7;8;9}
13n_2971,{-1;-2;-3;4;9;-7;-5;8;6;7;-5;6;-4;5;3;-4;5;6;-7;-8;-9;8;6;2;-7;-5;3;-6;4;5;-6;7;-6;-5;-8;-4;7;-3;1;-6;4;2;5;-3;-4;5;6;5;4;3;-2}
13n_2972,{-1;-2;-2;3;-2;-4;1;-3;2;-3;4;-3;5;-3;-3;-3;-2;-4;3;-4;-5}
13n_2973,{-1;2;-3;-4;-5;-4;6;3;-7;-2;-4;6;1;-3;-2;-5;4;-3;-5;-3;-6;4;7;-3;-5;2;-4;3;-4;5;-6;5;-4}
13n_2974,{-1;2;-3;-3;2;-3;-3;2;-4;1;3;-4;-5;4;-3;-2;-3;-4;-3;5;2}
13n_2975,{-1;-2;3;3;-2;3;3;-2;-4;1;3;-4;-5;4;-3;-2;-3;-4;-3;5;2}
13n_2976,{-1;2;-3;-3;2;-3;-3;2;-4;1;3;-4;-5;4;3;-2;3;-4;3;5;2}
13n_2977,{-1;-4;-4;3;3;-4;3;2;-3;4;5;-3;4;-2;3;1;-2;3;4;-5;4;-3;2}
13n_2978,{-1;2;-3;-4;-5;-4;3;-2;1;-3;-2;-4;-3;5;4;6;-3;-5;7;2;-4;6;-4;-5;-4;-4;3;-4;5;-4;-6;5;-7;-4;-6}
13n_2979,{-1;2;3;3;2;-4;5;4;-3;2;4;1;-3;-2;-3;4;-3;-5;4;3;2}
13n_2980,{-1;-2;3;3;-2;-4;5;4;3;-2;4;1;3;-2;-3;4;-3;-5;4;3;2}
13n_2981,{-1;-2;3;3;-2;-4;5;4;3;-2;-4;1;3;-2;3;4;-3;-5;4;3;2}
13n_2982,{-1;-2;3;3;-2;-4;5;4;3;-2;4;1;3;-2;3;4;3;-5;4;3;2}
13n_2983,{-1;2;3;3;2;-4;5;-4;3;2;-4;1;3;-2;3;-4;3;-5;4;3;2}
13n_2984,{-1;-3;2;3;4;-5;4;3;3;4;-2;-3;1;2;-3;4;5;-3;-4;-3;-3;-3;-2}
13n_2985,{-1;-5;-3;4;-3;4;2;3;3;4;5;-4;3;-2;-3;-3;-3;1;-2;3;4;3;2}
13n_2986,{-1;-5;3;-4;3;-4;2;3;3;-4;5;-4;3;-2;-3;-3;-3;1;-2;3;4;3;2}
13n_2987,{-1;-3;2;3;4;-5;4;3;3;4;-2;-3;1;2;3;4;5;3;-4;3;3;3;-2}
13n_2988,{-1;-5;3;4;3;4;2;3;3;4;5;-4;3;-2;3;3;3;1;-2;3;4;3;2}
13n_2989,{-1;-3;2;3;4;-5;-4;3;3;-4;-2;-3;1;2;3;-4;5;3;-4;3;3;3;-2}
13n_2990,{-1;-4;-4;-4;3;2;-3;4;5;-3;-4;-2;3;1;-2;3;-4;-5;-4;-4;-4;-3;2}
13n_2991,{-1;2;-3;4;-3;-2;3;-4;-4;-4;-5;-4;-3;1;-4;2;5;-3;4;4;4;-3;-2}
13n_2992,{-1;-4;-4;-4;3;2;-3;4;5;-3;4;-2;3;1;-2;3;4;-5;4;4;4;-3;2}
13n_2993,{-1;-2;-3;4;-5;-5;7;-5;-6;-5;-4;-5;6;-7;3;6;-4;2;5;-3;4;5;-6;5;-4;3;1;-4;-2;3;-4;5;-4;-3;2}
13n_2994,{-1;-2;3;-4;3;-2;1;3;-2;3;4;-3;-5;4;3;2;3;3;-4;5;4}
13n_2995,{-1;2;-3;-4;-3;5;-2;1;-3;-3;-3;4;-3;-2;4;3;4;-5;4;3;3;2;-3}
13n_2996,{-1;-3;-4;-2;3;-4;5;-4;3;3;2;-3;1;2;3;4;-5;3;-4;3;3;3;-2}
13n_2997,{-1;-2;3;-2;3;3;3;-4;-3;5;-2;-4;3;2;1;2;2;-3;-2;4;-2;-5;3;-2;4}
13n_2998,{-1;-2;3;2;4;2;-3;2;2;1;2;3;2;-4;-3;-5;-2;4;3;-2;3;3;3;-4;5}
13n_2999,{-1;2;3;3;2;2;2;3;2;2;2;-1;2}
13n_3000,{-1;2;3;3;3;2;2;1;-2;-2;3;-2;3;3;3}
13n_3001,{-1;2;3;3;2;2;2;3;2;-1;2;-1;-1}
13n_3002,{-1;2;3;3;3;2;2;1;-2;-2;-2;-2;3;-2;3}
13n_3003,{-1;2;3;3;3;2;2;1;2;2;2;2;-3;2;-3}
13n_3004,{-1;-2;-3;4;-3;2;1;-3;-4;-3;5;4;-3;-2;4;3;4;4;4;3;-5;3;2}
13n_3005,{-1;-2;3;-4;3;-5;4;3;2;1;3;-2;-4;5;-4;3;4;4;4;3;3;2;3}
13n_3006,{-1;-2;-2;-3;-3;-3;-3;-3;-2;3;-2;1;-2;3;-2}
13n_3007,{-1;-2;-2;-3;-3;-3;2;-3;-2;-2;-2;1;-2;3;-2}
13n_3008,{-1;-2;-2;-3;-3;-3;-2;3;-2;-2;-2;1;-2;3;-2}
13n_3009,{-1;-2;-2;3;3;3;-2;3;2;2;2;1;-2;3;-2}
13n_3010,{-1;-4;5;-4;-3;4;-3;2;-3;4;-3;-2;-3;-3;1;-4;-2;-3;-4;-5;-4;3;2}
13n_3011,{-1;-2;3;-2;1;2;2;2;2;2;-3;2;-3;2;2}
13n_3012,{-1;-2;-2;-3;2;-3;-2;-2;-2;-2;-2;1;-2;3;-2}
13n_3013,{-1;-2;-2;3;-2;3;2;2;2;2;2;1;-2;3;-2}
13n_3014,{-1;-2;3;-4;3;5;2;1;3;-4;3;-4;3;3;-2;-3;4;-3;-5;2;3;4;3}
13n_3015,{-1;-3;4;-3;2;-5;-3;4;-3;-2;-3;-3;-4;3;-4;-3;1;2;5;-3;-4;-3;-2}
13n_3016,{-1;3;4;3;2;-5;-3;4;-3;-2;-3;-3;4;-3;4;3;1;2;5;3;-4;3;-2}
13n_3017,{-1;2;-3;2;4;1;3;3;2;3;-4;5;4;-3;4;-3;-2;4;-3;4;-5}
13n_3018,{-1;-2;3;3;-4;5;-4;3;-2;-4;1;3;-2;-4;-3;4;-3;-5;4;3;2}
13n_3019,{-1;7;6;-5;3;4;3;-2;3;4;5;-6;4;-7;5;-6;5;4;-3;4;-5;4;2;3;1;4;-2;3;6;4;-5;4;4;-3;2}
13n_3020,{-1;2;3;4;-3;5;4;-3;-2;1;3;3;-2;4;4;3;-5;-4;3;3;3;2;3}
13n_3021,{-1;-4;3;-2;7;3;6;4;-5;4;-3;4;5;-6;-7;5;-6;4;5;4;2;-3;1;-4;-2;5;-3;4;5;6;-5;4;4;3;2}
13n_3022,{-1;4;3;-2;7;3;6;4;-5;4;-3;4;5;-6;-7;5;-6;4;5;4;2;-3;1;4;-2;5;-3;4;5;6;-5;4;4;3;2}
13n_3023,{-1;-4;3;-2;7;3;6;4;-5;4;-3;4;5;-6;-7;5;-6;4;-5;4;2;-3;1;-4;-2;-5;-3;4;-5;6;-5;4;4;3;2}
13n_3024,{-1;-3;-5;-3;4;-3;2;3;3;4;5;-4;3;-2;-3;-3;-3;1;-2;3;4;3;2}
13n_3025,{-1;-3;2;3;4;3;-5;3;-4;-2;-3;1;2;3;3;-4;5;3;-4;3;3;3;-2}
13n_3026,{-1;2;3;3;4;4;4;3;4;-2;3;4;-5;4;-3;1;4;2;5;-3;4;-3;-2}
13n_3027,{-1;2;-3;4;-3;-2;3;3;-4;-4;-4;5;3;-4;3;1;2;3;4;-5;-4;3;-2}
13n_3028,{-1;2;-3;4;-3;-2;-3;-3;-4;-4;-4;5;3;-4;3;1;2;3;4;-5;-4;3;-2}
13n_3029,{-1;2;-3;4;-3;-2;-3;-3;-4;-4;-4;5;3;-4;-3;1;2;-3;4;-5;-4;-3;-2}
13n_3030,{-1;2;-3;4;-3;-2;-3;-3;-4;-4;-4;5;-3;-4;-3;1;2;-3;4;-5;4;-3;-2}
13n_3031,{-1;2;-3;4;-3;-2;-3;-3;4;4;4;5;-3;-4;3;1;2;3;4;-5;4;3;-2}
13n_3032,{-1;2;-3;4;-3;-2;3;3;4;4;4;5;-3;-4;-3;1;2;-3;4;-5;4;-3;-2}
13n_3033,{-1;2;2;2;-1;-1;2;3;3;2;-1;2;3}
13n_3034,{-1;2;2;2;1;1;2;3;3;2;-1;2;3}
13n_3035,{1;-2;-2;-2;-1;-1;-2;3;3;-2;1;-2;3}
13n_3036,{-1;-5;4;4;4;-3;4;2;5;-3;4;-3;-2;-3;1;4;-2;3;-2}
13n_3037,{-1;-2;-2;-3;-3;-3;-2;-2;-2;3;-2;1;-2;3;-2}
13n_3038,{-1;-3;4;-5;4;-3;2;-3;4;-3;-2;-3;-3;-4;-4;1;-4;2;5;-3;-4;-3;-2}
13n_3039,{-1;-2;-2;-3;2;-3;-2;3;3;-2;-2;1;-2;3;-2}
13n_3040,{-1;-2;-2;3;-2;3;2;-3;-3;2;2;1;-2;3;-2}
13n_3041,{-1;2;-3;-4;5;-4;3;-2;1;3;-4;-5;-4;3;3;-2;-3;4;-3;2;3;3;-4}
13n_3042,{-1;-3;-3;-4;-5;-4;-3;-2;3;-4;5;-4;-3;4;2;-3;-3;1;2;-3;4;-3;-2}
13n_3043,{-1;-4;3;3;2;-3;4;-3;-2;-3;-3;4;-5;4;3;1;-2;3;4;5;4;-3;2}
13n_3044,{-1;-2;3;-2;-4;3;-4;-5;-4;3;2;1;2;2;-3;2;4;-3;5;2;-3}
13n_3045,{-1;-2;3;-2;4;-3;4;-5;-4;3;2;1;2;2;-3;2;4;-3;5;2;-3}
13n_3046,{-1;2;-3;2;-4;3;-4;-5;-4;3;2;1;2;2;-3;2;4;-3;5;2;-3}
13n_3047,{-1;4;5;-6;-7;6;4;-5;4;-3;-4;-2;3;4;5;-6;-5;4;4;-5;-3;-4;2;3;1;-2;3;4;7;-5;6;-5;4;-3;2}
13n_3048,{-1;4;-2;-5;-3;-4;-5;6;-5;4;-5;7;-5;-6;-5;3;-4;2;-5;3;6;-4;5;-4;-3;1;-2;-7;3;-6;-4;5;-4;-3;2}
13n_3049,{-1;-2;-3;-4;5;-4;6;3;5;2;4;1;-3;2;-4;3;5;4;5;-6;5;-7;-4;-3;-2;-4;3;-5;-5;6;5;-4;5;-6;7}
13n_3050,{-1;-2;3;-2;4;4;-5;-4;3;2;1;2;2;-3;4;-3;5;2;4;-3;-3}
13n_3051,{-1;2;-3;-4;-3;-5;2;-4;3;2;1;2;3;3;4;-3;5;4;-3;2;-3}
13n_3052,{-1;2;-3;-4;3;-5;2;-4;3;2;1;2;3;3;4;3;5;4;-3;2;-3}
13n_3053,{-1;2;3;-4;-3;-5;2;-4;3;2;1;2;3;3;4;-3;5;4;3;2;3}
13n_3054,{-1;2;3;-4;3;-5;2;-4;3;2;1;2;3;3;4;3;5;4;3;2;3}
13n_3055,{-1;-2;-3;-4;-3;-5;-2;-4;3;-2;1;-2;3;3;4;-3;5;4;-3;-2;-3}
13n_3056,{-1;-2;-3;-4;3;-5;-2;-4;3;-2;1;-2;3;3;4;3;5;4;-3;-2;-3}
13n_3057,{-1;-2;3;-4;-3;-5;-2;-4;3;-2;1;-2;3;3;4;-3;5;4;3;-2;3}
13n_3058,{-1;2;-3;4;5;4;6;3;-5;-7;-2;-4;6;1;-3;-5;4;3;2;3;3;-4;-3;5;-3;-6;4;7;-3;5;-2;-6;-3;4;-3;-5;4}
13n_3059,{-1;-2;-3;4;3;5;3;-4;3;3;2;1;3;4;3;-5;2;-4;-6;-3;-5;-7;4;-6;5;4;3;-2;-3;4;-3;-5;4;6;5;7;6}
13n_3060,{-1;-2;-3;4;-3;-5;-3;2;4;1;-3;-2;4;3;4;4;4;3;5;3;2;4;3}
13n_3061,{-1;-2;3;-4;3;-2;1;-2;-3;-2;4;3;5;4;4;3;3;3;4;3;-5}
13n_3062,{-1;-2;-2;-3;2;-4;-3;2;1;-3;-2;-3;4;-3;5;2;4;4;-3;4;-5}
13n_3063,{-1;-3;2;3;4;-5;-4;3;3;-4;-2;-3;1;2;3;3;-4;3;-4;5;-4;3;-2}
13n_3064,{-1;-3;2;3;4;3;-5;3;-4;-2;-3;1;2;3;3;3;3;-4;5;3;-4;3;-2}
13n_3065,{-1;4;5;-6;4;-7;-5;6;4;-5;4;-3;-4;-2;3;4;5;4;-6;4;-5;-3;-4;2;3;1;-2;7;3;6;4;-5;4;-3;2}
13n_3066,{-1;-2;3;-4;-5;4;3;2;1;3;3;3;-4;3;5;-4;3;3;-2;-3;4;-3;2}
13n_3067,{-1;2;-3;4;-3;-2;-3;-3;-4;5;3;-4;3;3;3;1;2;3;4;-5;-4;3;-2}
13n_3068,{-1;2;-3;4;-3;-2;3;3;4;5;-3;-4;-3;-3;-3;1;2;-3;4;-5;4;-3;-2}
13n_3069,{-1;2;-3;2;-4;3;-4;-5;-4;3;2;1;2;2;-3;2;4;2;5;-3;2}
13n_3070,{-1;2;-3;4;-3;-5;2;-4;3;2;1;2;3;3;4;-3;5;2;-4;-3;2}
13n_3071,{-1;2;-3;4;3;-5;2;-4;3;2;1;2;3;3;4;3;5;2;-4;-3;2}
13n_3072,{-1;-2;3;4;-3;-5;-2;-4;3;-2;1;-2;3;3;4;-3;5;-2;-4;3;-2}
13n_3073,{-1;-2;-3;4;-3;5;-2;4;-2;3;-2;1;-2;3;-2;4;4;-5;-4;3;-2}
13n_3074,{-1;-2;-3;4;-3;5;2;4;2;3;-2;1;-2;3;-2;4;4;-5;-4;3;-2}
13n_3075,{-1;-2;-2;-3;2;-4;3;2;1;2;-3;2;4;-3;5;2;4;4;-3;4;-5}
13n_3076,{-1;3;3;-4;3;2;-3;4;5;-3;-4;-2;3;1;2;3;4;3;-5;3;-4;3;-2}
13n_3077,{-1;3;3;-4;3;2;-3;4;5;-3;-4;-2;3;1;2;3;4;-3;-5;-3;-4;3;-2}
13n_3078,{-1;-3;-3;4;-3;2;-3;4;5;-3;-4;-2;-3;1;2;-3;4;3;-5;3;4;-3;-2}
13n_3079,{-1;5;-4;3;2;3;4;3;-5;3;-4;3;-2;3;1;2;2;3;4;3;3;3;2}
13n_3080,{-1;5;-4;-3;2;-3;4;3;-5;3;-4;-3;-2;-3;1;2;2;-3;4;3;3;3;2}
13n_3081,{-1;-2;3;-2;-4;-2;-5;-2;3;4;-3;2;1;-3;-2;-4;3;5;4;3;-2}
13n_3082,{-1;2;3;2;-4;2;-5;2;3;4;-3;2;1;-3;2;-4;3;5;4;3;2}
13n_3083,{-1;2;-3;-2;-4;-2;-5;-2;-3;4;-3;2;1;-3;2;-4;-3;5;4;-3;2}
13n_3084,{-1;2;-3;4;-3;-2;1;-3;-4;5;4;-6;5;-4;3;2;-4;-3;-5;4;6;-5;-7;-6;5;4;-3;-2;-3;4;-5;6;7}
13n_3085,{-1;2;3;4;3;-2;1;3;-4;5;4;-6;5;-4;3;2;-4;3;-5;4;6;-5;7;-6;5;4;3;-2;3;4;-5;6;-7}
13n_3086,{-1;2;2;2;3;2;-1;-1;2;2;2;3;3}
13n_3087,{-1;2;-3;-4;5;-4;3;-2;1;-3;2;4;-5;-6;5;4;-3;4;-5;6;-7;-6;5;4;3;-2;3;4;-5;4;6;-5;7;4;4}
13n_3088,{-1;-4;-4;7;-5;6;4;-5;4;3;-2;3;4;5;-6;-7;6;-5;4;-3;4;5;-6;-5;4;2;-3;1;-2;3;-4;5;-4;-3;2}
13n_3089,{-1;-4;-4;7;-5;6;4;-5;-4;3;-2;3;-4;5;-6;-7;6;-5;-4;-3;-4;5;-6;-5;-4;2;-3;1;-2;3;-4;5;-4;-3;2}
13n_3090,{-1;-4;-4;7;5;6;-4;-5;4;3;-2;3;4;5;-6;-7;6;-5;4;-3;4;5;-6;5;4;2;-3;1;-2;3;-4;5;-4;-3;2}
13n_3091,{-1;4;4;7;5;6;-4;-5;-4;3;-2;3;-4;5;-6;-7;6;-5;-4;-3;-4;5;-6;5;-4;2;-3;1;-2;3;-4;5;-4;-3;2}
13n_3092,{-1;2;-1;-1;-1;-1;2;3;3;2;-1;2;3}
13n_3093,{-1;-2;-3;4;3;5;-2;1;-2;3;4;4;3;-2;3;-2;4;-5;-4;3;-2}
13n_3094,{-1;2;-3;4;3;5;2;1;2;3;4;4;3;-2;3;-2;4;-5;-4;3;2}
13n_3095,{-1;-2;-3;4;-3;5;-2;1;-2;-3;4;4;-3;2;-3;2;4;-5;-4;3;-2}
13n_3096,{-1;-2;-3;-4;-5;-4;6;5;7;-4;3;2;-4;1;-3;2;-4;-5;6;5;-4;-3;5;4;4;5;-6;-7;-6;5;4;3;-2;3;-4}
13n_3097,{-1;4;2;-3;4;5;4;3;4;-2;3;6;4;7;-5;-6;5;4;5;-3;1;4;-2;5;3;4;6;4;-7;5;-6;-5;4;-3;2}
13n_3098,{-1;2;3;3;2;-4;-3;5;4;-3;2;1;-3;-2;-3;4;-3;-5;4;3;2}
13n_3099,{-1;2;3;3;2;-4;-3;5;4;-3;2;1;-3;-2;3;4;3;-5;4;3;2}
13n_3100,{-1;2;3;2;4;3;3;2;1;-2;3;-4;3;5;-4;3;2;3;-4;3;-5}
13n_3101,{-1;2;-3;-3;2;-4;3;-4;-5;4;-3;2;1;-3;-3;-2;-3;-4;-3;5;2}
13n_3102,{-1;-2;3;3;-2;-4;3;-4;-5;4;3;-2;1;-3;-3;-2;3;-4;3;5;2}
13n_3103,{-1;-2;-3;-3;-2;-4;3;-4;-5;4;3;-2;1;3;3;-2;3;-4;3;5;2}
13n_3104,{-1;-2;3;-4;-5;4;6;3;5;7;4;3;2;1;3;-2;4;3;-5;-4;6;3;5;2;-4;3;-4;-5;-6;-7;-6;5;-4}
13n_3105,{-1;-6;4;7;5;6;4;5;-4;3;-4;-5;4;2;-3;-6;4;-7;-5;6;4;-5;-3;4;-2;-3;1;-2;3;4;4;5;4;-3;2}
13n_3106,{-1;2;-1;-1;2;2;2;3;3;2;-1;2;3}
13n_3107,{1;-2;-1;-1;-2;-2;-2;3;3;-2;1;-2;3}
13n_3108,{-1;-2;3;-2;4;3;-5;-2;4;-2;1;3;-2;3;-4;3;5;2;4;4;3}
13n_3109,{-1;-2;3;-2;4;3;-5;2;4;2;1;3;-2;3;-4;3;5;2;4;4;3}
13n_3110,{-1;-2;-2;-3;-4;-3;5;2;-3;2;4;1;-3;2;-3;4;4;-5;4;-3;-2}
13n_3111,{-1;3;4;-2;3;4;5;-4;3;3;2;3;1;2;3;4;-5;3;4;4;4;3;-2}
